		GENOME: 1004954.6	GENOME: 520487.6	GENOME: 29461.21
FAMILY: PGF_04886077	FAMILY Name: Nitric oxide reductase activation protein NorQ	1	8	1
FAMILY: PGF_04896911	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04911041	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_04913120	FAMILY Name: Aerobic cobaltochelatase CobN subunit (EC 6.6.1.2)	1	8	1
FAMILY: PGF_04919938	FAMILY Name: Lipopolysaccharide export system permease protein LptF	1	8	1
FAMILY: PGF_04948539	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_04960746	FAMILY Name: Uracil-DNA glycosylase, family 4 (EC 3.2.2.27)	1	8	1
FAMILY: PGF_04961846	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_04962192	FAMILY Name: 3'-to-5' exoribonuclease RNase R	1	8	1
FAMILY: PGF_04963064	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_04965976	FAMILY Name: Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)	1	8	1
FAMILY: PGF_04970608	FAMILY Name: DNA-directed RNA polymerase omega subunit (EC 2.7.7.6)	1	8	1
FAMILY: PGF_04974523	FAMILY Name: RND efflux system, inner membrane transporter	2	16	2
FAMILY: PGF_04978890	FAMILY Name: LSU ribosomal protein L21p	1	8	1
FAMILY: PGF_05003102	FAMILY Name: Two-component transcriptional response regulator, LuxR family	5	40	5
FAMILY: PGF_05021259	FAMILY Name: GDP-L-fucose synthetase (EC 1.1.1.271)	1	8	1
FAMILY: PGF_05030185	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05035220	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05039673	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_05040917	FAMILY Name: Gene Transfer Agent (GTA) ORFG10	1	8	1
FAMILY: PGF_05048110	FAMILY Name: Spermidine/putrescine import ABC transporter permease protein PotC (TC 3.A.1.11.1)	2	16	2
FAMILY: PGF_05075600	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05077436	FAMILY Name: Integral membrane protein	1	8	1
FAMILY: PGF_05091456	FAMILY Name: Uncharacterized inner membrane protein RarD	1	8	1
FAMILY: PGF_05110907	FAMILY Name: N-acetyl-D-glucosamine ABC transporter, permease protein 1	1	8	1
FAMILY: PGF_05111929	FAMILY Name: Single-stranded-DNA-specific exonuclease RecJ	1	8	1
FAMILY: PGF_05117712	FAMILY Name: Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	1	8	1
FAMILY: PGF_05122891	FAMILY Name: Cytochrome O ubiquinol oxidase subunit II (EC 1.10.3.-)	1	8	1
FAMILY: PGF_05128162	FAMILY Name: Gene Transfer Agent (GTA) ORFG12	1	8	1
FAMILY: PGF_05130107	FAMILY Name: FIG007785: exported protein	1	8	1
FAMILY: PGF_05135220	FAMILY Name: Leucyl-tRNA synthetase (EC 6.1.1.4)	1	8	1
FAMILY: PGF_05147908	FAMILY Name: Proposed precorrin-4 hydrolase (analogous to cobalt-precorrin-5A hydrolase) / Precorrin-3B C(17)-methyltransferase (EC 2.1.1.131)	1	8	1
FAMILY: PGF_05154774	FAMILY Name: UPF0716 protein FxsA	1	8	1
FAMILY: PGF_05165078	FAMILY Name: Methionyl-tRNA formyltransferase (EC 2.1.2.9)	1	8	1
FAMILY: PGF_05182506	FAMILY Name: Hypothetical metal-binding enzyme, YcbL homolog	1	8	1
FAMILY: PGF_05183329	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05195027	FAMILY Name: ATP synthase beta chain (EC 3.6.3.14)	1	8	1
FAMILY: PGF_05197855	FAMILY Name: Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	1	8	2
FAMILY: PGF_05206831	FAMILY Name: Cobalt ABC transporter, permease protein CbtK	1	8	1
FAMILY: PGF_05220334	FAMILY Name: Succinate-semialdehyde dehydrogenase [NAD(P)+] (EC 1.2.1.16)	1	8	1
FAMILY: PGF_05232222	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05232968	FAMILY Name: Oligopeptide transport ATP-binding protein OppF (TC 3.A.1.5.1)	2	16	3
FAMILY: PGF_05233771	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_05249824	FAMILY Name: Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1)	5	40	5
FAMILY: PGF_05255412	FAMILY Name: Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	1	8	1
FAMILY: PGF_05279763	FAMILY Name: Transposase	1	8	1
FAMILY: PGF_05280843	FAMILY Name: 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)	1	8	1
FAMILY: PGF_05282595	FAMILY Name: Hydroxymethylpyrimidine ABC transporter, substrate-binding component	1	8	1
FAMILY: PGF_05290384	FAMILY Name: Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives	1	8	1
FAMILY: PGF_05292614	FAMILY Name: Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	3	24	3
FAMILY: PGF_05292916	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05294175	FAMILY Name: Tol-Pal system peptidoglycan-associated lipoprotein PAL	1	8	1
FAMILY: PGF_05298319	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05299528	FAMILY Name: ATP-dependent RNA helicase RhlE	1	8	1
FAMILY: PGF_05300545	FAMILY Name: Carbon monoxide oxidation accessory protein CoxG	1	8	1
FAMILY: PGF_05303619	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_05313903	FAMILY Name: Transcriptional regulator, AraC family	0	NaN	0
FAMILY: PGF_05322459	FAMILY Name: cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases	2	16	2
FAMILY: PGF_05324876	FAMILY Name: ABC transporter involved in resistance to organic solvents, substrate-binding protein 2	1	8	1
FAMILY: PGF_05338234	FAMILY Name: Protein YicC	1	8	1
FAMILY: PGF_05366548	FAMILY Name: Methionine ABC transporter substrate-binding protein	2	16	2
FAMILY: PGF_05383059	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05388007	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05395071	FAMILY Name: Various polyols ABC transporter, ATP-binding protein	1	8	1
FAMILY: PGF_05406020	FAMILY Name: 4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	1	8	0
FAMILY: PGF_05406959	FAMILY Name: beta-N-acetylglucosaminidase (EC 3.2.1.52)	1	8	1
FAMILY: PGF_05421957	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05424184	FAMILY Name: Na(+) H(+) antiporter subunit D	1	8	1
FAMILY: PGF_05439724	FAMILY Name: DNA ligase (NAD(+)) (EC 6.5.1.2)	1	8	1
FAMILY: PGF_05442739	FAMILY Name: Sulfate and thiosulfate binding protein CysP	2	16	2
FAMILY: PGF_05444169	FAMILY Name: 2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	1	8	1
FAMILY: PGF_05463808	FAMILY Name: NAD kinase (EC 2.7.1.23)	1	8	1
FAMILY: PGF_05471309	FAMILY Name: Exopolyphosphatase (EC 3.6.1.11)	2	16	2
FAMILY: PGF_05475561	FAMILY Name: NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	2	16	2
FAMILY: PGF_05489261	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05507938	FAMILY Name: DNA mismatch repair protein MutL	1	8	1
FAMILY: PGF_05511539	FAMILY Name: Putative transmembrane protein	1	8	1
FAMILY: PGF_05515206	FAMILY Name: Dipeptide transport ATP-binding protein DppD (TC 3.A.1.5.2)	2	16	2
FAMILY: PGF_05519582	FAMILY Name: NAD(FAD)-utilizing dehydrogenases	2	16	2
FAMILY: PGF_05545271	FAMILY Name: Pca regulon regulatory protein PcaR	1	8	0
FAMILY: PGF_05560886	FAMILY Name: Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)	3	24	3
FAMILY: PGF_05579323	FAMILY Name: L-threonine 3-O-phosphate decarboxylase (EC 4.1.1.81)	1	8	1
FAMILY: PGF_05581732	FAMILY Name: Protein translocase subunit SecY	1	8	1
FAMILY: PGF_05584513	FAMILY Name: Homoserine kinase (EC 2.7.1.39)	1	8	1
FAMILY: PGF_05589579	FAMILY Name: ABC-type amino acid transport/signal transduction system, periplasmic component/domain	1	8	1
FAMILY: PGF_05598173	FAMILY Name: Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	1	8	1
FAMILY: PGF_05604596	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05612921	FAMILY Name: Heme-degrading monooxygenase, staphylobilin-producing (EC 1.14.99.48)	1	8	1
FAMILY: PGF_05622318	FAMILY Name: Serine hydroxymethyltransferase (EC 2.1.2.1)	1	8	1
FAMILY: PGF_05632573	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_05643076	FAMILY Name: ABC transporter, permease protein 2 (cluster 5, nickel/peptides/opines)	3	24	3
FAMILY: PGF_05643103	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05646071	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_05646459	FAMILY Name: Glutathione S-transferase family protein	1	8	1
FAMILY: PGF_05648245	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05657253	FAMILY Name: Ribose 5-phosphate isomerase A (EC 5.3.1.6)	1	8	1
FAMILY: PGF_05665389	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05672678	FAMILY Name: Beta-propeller domains of methanol dehydrogenase type	1	8	2
FAMILY: PGF_05676783	FAMILY Name: Osmoprotectant ABC transporter binding protein YehZ	1	8	1
FAMILY: PGF_05681779	FAMILY Name: Lysine decarboxylase family	1	8	1
FAMILY: PGF_05693577	FAMILY Name: Integration host factor beta subunit	1	8	1
FAMILY: PGF_05712128	FAMILY Name: Inner membrane protein translocase and chaperone YidC, long form	1	8	1
FAMILY: PGF_05714136	FAMILY Name: FIG138056: a glutathione-dependent thiol reductase	1	8	1
FAMILY: PGF_05714479	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05724746	FAMILY Name: CAIB/BAIF family protein	1	8	1
FAMILY: PGF_05729472	FAMILY Name: NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form	1	8	1
FAMILY: PGF_05762217	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05769513	FAMILY Name: Tol-Pal system beta propeller repeat protein TolB	1	8	1
FAMILY: PGF_05773989	FAMILY Name: L-carnitine dehydratase/bile acid-inducible protein F	3	24	3
FAMILY: PGF_05816020	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05824817	FAMILY Name: Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	2	16	2
FAMILY: PGF_05826535	FAMILY Name: 2,5-dioxovalerate dehydrogenase (EC 1.2.1.26)	2	16	2
FAMILY: PGF_05833871	FAMILY Name: Type I restriction-modification system, specificity subunit S	2	16	2
FAMILY: PGF_05837052	FAMILY Name: Isocitrate lyase (EC 4.1.3.1)	1	8	1
FAMILY: PGF_05847461	FAMILY Name: Dipeptide transport system permease protein DppC (TC 3.A.1.5.2)	2	16	2
FAMILY: PGF_05851447	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05860008	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05864940	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05897703	FAMILY Name: Efflux ABC transporter, permease/ATP-binding protein	1	8	1
FAMILY: PGF_05912032	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_05925776	FAMILY Name: (2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)	1	8	1
FAMILY: PGF_05946698	FAMILY Name: Alanylphosphatidylglycerol synthase (EC 2.3.2.11)	1	8	1
FAMILY: PGF_05964592	FAMILY Name: Acyl-CoA dehydrogenase	4	32	4
FAMILY: PGF_05969517	FAMILY Name: 4-aminobutyrate aminotransferase (EC 2.6.1.19)	1	8	2
FAMILY: PGF_05971611	FAMILY Name: Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36) / Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	1	8	1
FAMILY: PGF_05995707	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_05999521	FAMILY Name: Oxidoreductase, short-chain dehydrogenase/reductase family	1	8	1
FAMILY: PGF_05999853	FAMILY Name: ABC transporter, permease protein (cluster 9, phospholipid)	1	8	1
FAMILY: PGF_06005188	FAMILY Name: Topoisomerase IV subunit B (EC 5.99.1.-)	1	8	1
FAMILY: PGF_06027248	FAMILY Name: Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	1	8	1
FAMILY: PGF_06028919	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06030909	FAMILY Name: Putative formate dehydrogenase oxidoreductase protein	1	8	1
FAMILY: PGF_06042688	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_06043321	FAMILY Name: Ferric iron ABC transporter, iron-binding protein	2	16	2
FAMILY: PGF_06051345	FAMILY Name: Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	1	8	1
FAMILY: PGF_06053106	FAMILY Name: RNA polymerase sigma factor RpoH	1	8	1
FAMILY: PGF_06058845	FAMILY Name: Glycine/D-amino acid oxidases (deaminating)	1	8	1
FAMILY: PGF_06061522	FAMILY Name: Succinate dehydrogenase cytochrome b-556 subunit	1	8	1
FAMILY: PGF_06064314	FAMILY Name: D-ribulokinase (EC 2.7.1.47)	1	8	1
FAMILY: PGF_06068696	FAMILY Name: Transcriptional regulator, LuxR family	1	8	1
FAMILY: PGF_06073485	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_06091458	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06094076	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06095015	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06109969	FAMILY Name: MFS family multidrug efflux protein, similarity to bicyclomycin resistance protein Bcr	1	8	1
FAMILY: PGF_06111528	FAMILY Name: Epoxyqueuosine reductase (EC 1.17.99.6)	1	8	1
FAMILY: PGF_06117835	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06120144	FAMILY Name: Ribosome association toxin RatA	1	8	1
FAMILY: PGF_06130073	FAMILY Name: Aminodeoxychorismate lyase (EC 4.1.3.38)	1	8	1
FAMILY: PGF_06133167	FAMILY Name: MBL-fold metallo-hydrolase superfamily	2	16	2
FAMILY: PGF_06162164	FAMILY Name: Homospermidine synthase (EC 2.5.1.44)	1	8	1
FAMILY: PGF_06162541	FAMILY Name: Cell-division-associated, ABC-transporter-like signaling protein FtsX	1	8	1
FAMILY: PGF_06170558	FAMILY Name: Thiol peroxidase, Bcp-type (EC 1.11.1.15)	1	8	1
FAMILY: PGF_06172466	FAMILY Name: Mobile element protein	1	NaN	1
FAMILY: PGF_06174680	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_06180597	FAMILY Name: LSU ribosomal protein L13p (L13Ae)	1	8	1
FAMILY: PGF_06205744	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_06213055	FAMILY Name: Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	1	8	1
FAMILY: PGF_06225887	FAMILY Name: Uncharacterized sugar kinase	1	8	1
FAMILY: PGF_06229308	FAMILY Name: Transcriptional regulator, GntR family	0	NaN	0
FAMILY: PGF_06230969	FAMILY Name: NAD(P)H-hydrate epimerase (EC 5.1.99.6) / ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136)	1	8	1
FAMILY: PGF_06242044	FAMILY Name: Acetyltransferase	1	8	1
FAMILY: PGF_06254345	FAMILY Name: Heat shock protein 60 family co-chaperone GroES	1	8	1
FAMILY: PGF_06255562	FAMILY Name: L-fuconate dehydratase (EC 4.2.1.68)	1	8	1
FAMILY: PGF_06256694	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06261371	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_06264218	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_06273750	FAMILY Name: Hydrolase (EC 3.8.1.2)	1	8	1
FAMILY: PGF_06285041	FAMILY Name: Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	1	8	1
FAMILY: PGF_06287652	FAMILY Name: Zinc ABC transporter, ATP-binding protein ZnuC	1	8	1
FAMILY: PGF_06293576	FAMILY Name: Polymyxin resistance protein ArnT, undecaprenyl phosphate-alpha-L-Ara4N transferase; Melittin resistance protein PqaB	1	8	1
FAMILY: PGF_06294518	FAMILY Name: Cobalt ABC transporter, ATP-binding protein CbtL	1	8	1
FAMILY: PGF_06294815	FAMILY Name: Sodium/bile acid symporter family	1	8	1
FAMILY: PGF_06296193	FAMILY Name: N-formylglutamate deformylase (EC 3.5.1.68)	2	16	2
FAMILY: PGF_06299558	FAMILY Name: Osmoprotectant ABC transporter permease protein YehY	1	8	1
FAMILY: PGF_06315406	FAMILY Name: UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	1	8	1
FAMILY: PGF_06318952	FAMILY Name: Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	1	8	1
FAMILY: PGF_06326847	FAMILY Name: Flagellar biosynthesis protein FliP	1	8	1
FAMILY: PGF_06327359	FAMILY Name: hypothetical protein	0	0	2
FAMILY: PGF_06331417	FAMILY Name: Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	1	8	1
FAMILY: PGF_06374046	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06379377	FAMILY Name: Replication-associated recombination protein RarA	1	8	1
FAMILY: PGF_06398080	FAMILY Name: L-amino acid ABC transporter (Glu/Asp/His/...), substrate-binding protein AapJ	1	8	1
FAMILY: PGF_06400930	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06402321	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06403579	FAMILY Name: ATP-dependent protease La (EC 3.4.21.53) Type I	1	8	1
FAMILY: PGF_06424843	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06443722	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06444237	FAMILY Name: TonB-dependent receptor	1	8	1
FAMILY: PGF_06447349	FAMILY Name: NADP-dependent malic enzyme (EC 1.1.1.40)	2	16	2
FAMILY: PGF_06453320	FAMILY Name: Homoprotocatechuate degradative operon repressor	1	8	1
FAMILY: PGF_06458676	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06463602	FAMILY Name: Glutathione S-transferase (EC 2.5.1.18)	2	16	2
FAMILY: PGF_06474200	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06479268	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_06495818	FAMILY Name: Molybdenum ABC transporter, substrate-binding protein ModA	1	8	1
FAMILY: PGF_06508948	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06508996	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06515770	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_06519735	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06530721	FAMILY Name: tRNA (guanine(46)-N(7))-methyltransferase (EC 2.1.1.33)	1	8	1
FAMILY: PGF_06545170	FAMILY Name: Fluoride ion transporter CrcB	4	32	4
FAMILY: PGF_06550396	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_06563840	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_06568154	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_06569447	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06591921	FAMILY Name: Amidase family protein Atu4441	1	8	2
FAMILY: PGF_06592852	FAMILY Name: Transcriptional regulator YeiE, LysR family	1	8	1
FAMILY: PGF_06594013	FAMILY Name: Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)	1	8	1
FAMILY: PGF_06607408	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06629143	FAMILY Name: 5-carboxymethyl-2-hydroxymuconate delta-isomerase (EC 5.3.3.10)	1	8	1
FAMILY: PGF_06635957	FAMILY Name: Lysophospholipase L2 (EC 3.1.1.5)	1	8	1
FAMILY: PGF_06644010	FAMILY Name: Porphobilinogen deaminase (EC 2.5.1.61)	1	8	1
FAMILY: PGF_06648166	FAMILY Name: hypothetical protein	0	0	0
FAMILY: PGF_06648993	FAMILY Name: Acyl carrier protein	2	16	2
FAMILY: PGF_06649360	FAMILY Name: Segregation and condensation protein B	1	8	1
FAMILY: PGF_06653604	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06660812	FAMILY Name: 3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)	1	8	1
FAMILY: PGF_06664917	FAMILY Name: L-amino acid ABC transporter (Glu/Asp/His/...), permease protein 1 AapQ	1	8	1
FAMILY: PGF_06671388	FAMILY Name: Carboxylesterase (EC 3.1.1.1)	1	8	1
FAMILY: PGF_06683449	FAMILY Name: Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1)	3	24	3
FAMILY: PGF_06686458	FAMILY Name: Dihydropyrimidinase (EC 3.5.2.2) @ D-hydantoinase (EC 3.5.2.2)	1	8	1
FAMILY: PGF_06693654	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06693963	FAMILY Name: Nucleoid-associated protein YaaK	1	8	1
FAMILY: PGF_06735060	FAMILY Name: ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12)	1	8	1
FAMILY: PGF_06736063	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_06741433	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06750600	FAMILY Name: Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	1	8	1
FAMILY: PGF_06755829	FAMILY Name: DNA polymerase III delta prime subunit (EC 2.7.7.7)	1	8	1
FAMILY: PGF_06757295	FAMILY Name: Threonine dehydratase biosynthetic (EC 4.3.1.19)	1	8	1
FAMILY: PGF_06758915	FAMILY Name: Sensor histidine kinase	1	8	1
FAMILY: PGF_06767187	FAMILY Name: Dipeptide transport system permease protein DppB (TC 3.A.1.5.2)	2	16	2
FAMILY: PGF_06772993	FAMILY Name: Ribonuclease E (EC 3.1.26.12)	1	8	1
FAMILY: PGF_06775354	FAMILY Name: DNA-binding transcriptional regulator, MocR family / aminotransferase domain	1	8	1
FAMILY: PGF_06781655	FAMILY Name: Benzoate transport protein	1	8	1
FAMILY: PGF_06792905	FAMILY Name: Type cbb3 cytochrome oxidase biogenesis protein CcoS, involved in heme b insertion	1	8	1
FAMILY: PGF_06800368	FAMILY Name: Ser-tRNA(Ala) deacylase @ Gly-tRNA(Ala) deacylase	1	8	1
FAMILY: PGF_06800592	FAMILY Name: hypothetical protein	1	8	0
FAMILY: PGF_06816681	FAMILY Name: Nitroreductase family protein	1	8	1
FAMILY: PGF_06832128	FAMILY Name: Uncharacterized MFS-type transporter	1	8	1
FAMILY: PGF_06852625	FAMILY Name: hypothetical protein	2	16	1
FAMILY: PGF_06853857	FAMILY Name: hypothetical protein	2	16	2
FAMILY: PGF_06857577	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_06862969	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_06889881	FAMILY Name: Flagellar motor rotation protein MotA	1	8	1
FAMILY: PGF_06915822	FAMILY Name: hypothetical protein	5	40	3
FAMILY: PGF_06923359	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_06933339	FAMILY Name: hypothetical protein	0	0	1
FAMILY: PGF_06940846	FAMILY Name: Flagellar biosynthesis protein FliO / Domain of unknown function RL2641.C	1	8	2
FAMILY: PGF_06944205	FAMILY Name: Uncharacterized MFS-type transporter	1	8	1
FAMILY: PGF_06949599	FAMILY Name: ATP-dependent helicase HrpB	2	16	2
FAMILY: PGF_06969336	FAMILY Name: Bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) (EC 3.6.1.17)	1	8	1
FAMILY: PGF_06975935	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_06986984	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_07011327	FAMILY Name: RNA binding S1 domain protein	2	16	2
FAMILY: PGF_07072294	FAMILY Name: Electron transfer flavoprotein, alpha subunit	1	8	1
FAMILY: PGF_07072582	FAMILY Name: RNA polymerase sigma factor RpoD	1	8	1
FAMILY: PGF_07091275	FAMILY Name: Osmolarity sensor protein EnvZ (EC 2.7.3.-)	1	8	1
FAMILY: PGF_07093361	FAMILY Name: Various polyols ABC transporter, permease protein	1	8	1
FAMILY: PGF_07101513	FAMILY Name: Flagellar motor switch protein FliN	1	8	1
FAMILY: PGF_07171792	FAMILY Name: Glycerol-3-phosphate regulon repressor GlpR	1	8	1
FAMILY: PGF_07220192	FAMILY Name: Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1)	4	32	3
FAMILY: PGF_07254162	FAMILY Name: hypothetical protein	1	8	1
FAMILY: PGF_07263029	FAMILY Name: Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33)	1	8	1
FAMILY: PGF_07344415	FAMILY Name: Intracellular septation protein IspA	1	8	1
FAMILY: PGF_07410757	FAMILY Name: Aldose 1-epimerase (EC 5.1.3.3)	1	8	1
FAMILY: PGF_07418429	FAMILY Name: Transcriptional regulator, LacI family	2	16	2
FAMILY: PGF_07425883	FAMILY Name: Ferredoxin, 2Fe-2S	1	8	1
